WORD,BROWN_FREQ,WORD_CATEGORY
STANDING         ,130,N
APPOINTMENT      ,131,N
CONCERNED        ,131,J
EXCEPTION        ,131,N
SELECTION        ,131,N
TACKLE           ,131,N
TACKLE           ,131,V
WARNING          ,131,N
CONSULT          ,132,V
EASTERN          ,132,J
BEER             ,133,N
LAD              ,133,N
MESS             ,133,N
MESS             ,133,V
QUART            ,133,N
QUART            ,133,V
ABSURD           ,134,J
BUMP             ,134,N
BUMP             ,134,V
CONSTRUCTION     ,134,N
INDEPENDENT      ,134,J
INDEPENDENT      ,134,N
NOBLE            ,134,J
NOBLE            ,134,N
TOOL             ,134,N
TOOL             ,134,V
VICE             ,134,N
DEPART           ,135,V
DISLIKE          ,135,N
DISLIKE          ,135,V
DAMN             ,136,V
DEFEND           ,136,V
DIRT             ,136,N
EVIDENT          ,136,J
EXACT            ,136,J
EXACT            ,136,V
TAP              ,136,N
TAP              ,136,V
BOMB             ,137,N
BOMB             ,137,V
POLISH           ,137,J
POLISH           ,137,N
POLISH           ,137,V
EXAMINATION      ,138,N
FREQUENT         ,138,V
FREQUENT         ,138,J
RELATIONSHIP     ,138,N
SORE             ,138,J
SORE             ,138,N
TUNE             ,138,N
TUNE             ,138,V
DISASTER         ,139,N
EXTRAORDINARY    ,139,J
MA               ,139,N
MEANWHILE        ,139,N
PRINCIPAL        ,139,J
PRINCIPAL        ,139,N
SEVENTEEN        ,139,J
SEVENTEEN        ,139,N
SHY              ,139,J
SHY              ,139,N
SHY              ,139,V
GRIM             ,140,J
LEND             ,140,V
PURSE            ,140,N
PURSE            ,140,V
DESPITE          ,141,N
DIVISION         ,141,N
GRANDFATHER      ,142,N
SURGEON          ,142,N
AGREEMENT        ,143,N
CROWN            ,143,N
CROWN            ,143,V
FOURTEEN         ,143,J
RID              ,143,V
SENSIBLE         ,143,J
BRAND            ,144,N
BRAND            ,144,V
CONNECT          ,144,V
DEVICE           ,144,N
INTELLIGENCE     ,144,N
LECTURE          ,144,N
LECTURE          ,144,V
MAGNIFICENT      ,144,J
PEN              ,144,N
PEN              ,144,V
STUPID           ,144,J
WEARY            ,144,J
ASH              ,145,N
COCKTAIL         ,145,N
ENTERTAINMENT    ,145,N
FAN              ,145,N
FAN              ,145,V
TENT             ,145,N
TENT             ,145,V
BELT             ,146,N
EFFICIENT        ,146,J
MAP              ,146,N
MAP              ,146,V
ORCHESTRA        ,146,N
RESPOND          ,146,V
UNEXPECTED       ,146,J
CHOP             ,147,N
CHOP             ,147,V
OCCASIONAL       ,147,J
WEALTHY          ,147,J
CONFUSION        ,148,N
SIGNAL           ,148,J
SIGNAL           ,148,N
SIGNAL           ,148,V
SUITABLE         ,148,J
TRAGIC           ,148,J
ATMOSPHERE       ,149,N
INTERVAL         ,149,N
LOG              ,149,N
REMARKABLE       ,149,J
TOUR             ,149,N
TOUR             ,149,V
CIVIL            ,150,J
MILD             ,150,J
POINTED          ,150,J
RESEARCH         ,150,N
RESEARCH         ,150,V
THUMB            ,150,N
THUMB            ,150,V
APPOINT          ,151,V
ASSISTANT        ,151,N
CHARACTERISTIC   ,151,J
CHARACTERISTIC   ,151,N
DECLINE          ,151,N
DECLINE          ,151,V
DRAMA            ,151,N
PORT             ,151,N
PORT             ,151,V
SEW              ,151,V
INTENTION        ,152,N
JAW              ,152,N
JAW              ,152,V
PREVIOUS         ,152,J
REPRESENTATIVE   ,152,J
REPRESENTATIVE   ,152,N
ENCOUNTER        ,153,V
GOSSIP           ,153,N
GOSSIP           ,153,V
WORTHY           ,153,J
WORTHY           ,153,N
EMERGENCY        ,154,N
REACTION         ,154,N
RECOMMEND        ,154,V
RIDICULOUS       ,154,J
SATISFACTORY     ,154,J
REASONABLE       ,155,J
REVIEW           ,155,V
SUBSTITUTE       ,155,N
SUBSTITUTE       ,155,V
DAMAGE           ,156,N
DAMAGE           ,156,V
SCALE            ,156,N
SCALE            ,156,V
WINE             ,156,N
WRITING          ,156,N
DESPAIR          ,157,N
DESPAIR          ,157,V
NAVY             ,157,N
NEAT             ,157,J
OBEY             ,157,V
CHARITY          ,158,N
DOMESTIC         ,158,J
DOMESTIC         ,158,N
ELECTION         ,158,N
GENIUS           ,158,N
MAGIC            ,158,J
MAGIC            ,158,N
MYSTERIOUS       ,158,J
REVOLUTION       ,158,N
WANTING          ,158,J
DISTINGUISH      ,159,V
INSTINCT         ,159,J
INSTINCT         ,159,N
VAGUE            ,159,J
BUNCH            ,160,N
BUNCH            ,160,V
BUSH             ,160,N
BUSH             ,160,V
DECORATION       ,160,N
DESIRABLE        ,160,J
PATCH            ,160,V
PERMANENT        ,160,J
STAFF            ,160,N
STAFF            ,160,V
GUILTY           ,161,J
INTERNATIONAL    ,161,J
SIXTY            ,161,J
SIXTY            ,161,N
DELAY            ,162,N
DELAY            ,162,V
FED              ,162,V
NOVEL            ,162,J
NOVEL            ,162,N
ROUTINE          ,162,N
ABSENCE          ,163,N
COLLECTION       ,163,N
COMPETITION      ,163,N
IMPROVEMENT      ,163,N
CANDIDATE        ,164,N
CLOSET           ,164,N
CLOSET           ,164,V
FLEW             ,164,V
PECULIAR         ,164,J
TORN             ,164,V
FUNCTION         ,165,N
FUNCTION         ,165,V
RELIGION         ,165,N
RETIRE           ,165,V
UNIT             ,165,N
UPSET            ,165,J
UPSET            ,165,N
UPSET            ,165,V
ADMIRATION       ,166,N
FORMAL           ,166,J
MINING           ,166,N
NONSENSE         ,166,N
TALENT           ,166,N
TALENT           ,166,V
CHERRY           ,167,N
INSTRUCTION      ,167,N
ITEM             ,167,N
MEDICINE         ,167,N
BLESS            ,168,V
GRANNY           ,168,N
KEEN             ,168,J
CAPACITY         ,169,N
DISCUSSION       ,169,N
PAPA             ,169,N
ROUTE            ,169,N
STEAL            ,169,N
STEAL            ,169,V
TIN              ,169,N
TIN              ,169,V
CORRIDOR         ,170,N
METAL            ,170,N
METAL            ,170,V
APPROVE          ,171,V
COLUMN           ,171,N
FOND             ,171,J
PASSAGE          ,171,N
PASSAGE          ,171,V
DEPTH            ,172,N
HOLIDAY          ,172,N
RARE             ,172,J
REFER            ,172,V
INDUSTRIAL       ,173,J
NOTION           ,173,N
RELATIVE         ,173,J
RELATIVE         ,173,N
SCIENTIFIC       ,173,J
DRAMATIC         ,174,J
FILE             ,174,N
FILE             ,174,V
HINT             ,174,N
HINT             ,174,V
CHAIN            ,175,N
CHAIN            ,175,V
INVESTMENT       ,175,N
PROJECT          ,175,N
PROJECT          ,175,V
BIRTHDAY         ,176,N
CAPABLE          ,176,J
CONTRAST         ,176,N
CONTRAST         ,176,V
FRANK            ,176,J
FRANK            ,176,V
REPUTATION       ,176,N
CEILING          ,177,N
DOT              ,177,N
DOT              ,177,V
IMPRESS          ,177,N
IMPRESS          ,177,V
OBVIOUS          ,177,J
TAIL             ,177,N
MILITARY         ,178,J
REPLACE          ,178,V
SOLID            ,178,J
SOLID            ,178,N
UGLY             ,178,J
AFFECT           ,179,V
CONCLUSION       ,179,N
DRAWER           ,179,N
FLESH            ,179,N
FLESH            ,179,V
LEGAL            ,180,J
SERGEANT         ,180,N
SEX              ,180,N
TOAST            ,180,N
TOAST            ,180,V
EXECUTIVE        ,181,J
EXECUTIVE        ,181,N
HIDDEN           ,181,V
RECOVER          ,181,V
WIDOW            ,181,N
TRADITION        ,182,N
ENABLE           ,183,V
REALITY          ,183,N
SIN              ,183,N
SIN              ,183,V
VANISH           ,183,V
CASUAL           ,184,J
COMMIT           ,184,V
INTERVIEW        ,184,N
INTERVIEW        ,184,V
MAJORITY         ,184,N
MEASURE          ,184,N
MEASURE          ,184,V
ADMINISTRATION   ,185,N
PLATFORM         ,185,N
PLATFORM         ,185,V
SPELL            ,185,N
SPELL            ,185,V
ACTIVE           ,186,J
CONTRIBUTE       ,186,V
CONSIDERATION    ,188,N
EXTENT           ,188,N
INSTRUMENT       ,188,N
SHEER            ,188,J
SHEER            ,188,N
SHEER            ,188,V
CONNECTION       ,189,N
MANAGEMENT       ,189,N
MISERABLE        ,189,J
SPRINKLE         ,189,N
SPRINKLE         ,189,V
TRAGEDY          ,189,N
TREMENDOUS       ,189,J
CENTRAL          ,190,J
COMMISSION       ,190,N
COMMISSION       ,190,V
PERFORMANCE      ,190,N
PHYSICIAN        ,190,N
ROMANTIC         ,191,J
SPOKEN           ,191,V
DRUNK            ,193,J
DRUNK            ,193,N
DRUNK            ,193,V
FIFTH            ,193,J
RELAX            ,193,V
SURVEY           ,193,N
SURVEY           ,193,V
VARY             ,193,V
DIVIDE           ,194,N
DIVIDE           ,194,V
FANCY            ,194,J
FANCY            ,194,N
FANCY            ,194,V
INVITATION       ,194,N
MOOD             ,194,N
POOL             ,194,N
POOL             ,194,V
REQUIRE          ,194,V
SIXTEEN          ,194,J
SIXTEEN          ,194,N
VALUABLE         ,194,J
VALUABLE         ,194,N
AGENCY           ,195,N
MORTGAGE         ,195,N
MORTGAGE         ,195,V
BUTTON           ,196,N
BUTTON           ,196,V
DYING            ,196,N
EFFECTIVE        ,196,J
ESTATE           ,196,N
PHRASE           ,196,N
PHRASE           ,196,V
PUBLICITY        ,196,N
COUNTY           ,197,N
DRAIN            ,197,N
DRAIN            ,197,V
PROPORTION       ,197,N
PROPORTION       ,197,V
HOOK             ,198,N
HOOK             ,198,V
WOODEN           ,198,J
INTELLIGENT      ,199,J
RANG             ,199,V
FOUNDATION       ,200,N
GENEROUS         ,200,J
GRADUATE         ,200,N
GRADUATE         ,200,V
BRICK            ,201,N
DELIVER          ,201,V
TEND             ,201,V
TONGUE           ,201,N
CURVE            ,202,N
CURVE            ,202,V
HORRIBLE         ,202,J
SAD              ,202,J
SINK             ,202,N
SINK             ,202,V
TOUGH            ,202,J
TOUGH            ,202,N
LONELY           ,203,J
MEDICAL          ,203,J
MEDICAL          ,203,N
BASIS            ,204,N
OFFICIAL         ,204,J
OFFICIAL         ,204,N
PERSUADE         ,204,V
PREPARATION      ,204,N
PROFESSION       ,204,N
ELEMENT          ,205,N
ENCOURAGE        ,205,V
SUFFICIENT       ,205,J
DECENT           ,206,J
LOAN             ,206,N
LOAN             ,206,V
READING          ,206,N
SOURCE           ,206,N
TITLE            ,206,N
ROMANCE          ,208,N
ROMANCE          ,208,V
SOUTHERN         ,208,J
ENORMOUS         ,209,J
FALSE,209,J
FOREST           ,209,N
KINDLY           ,209,J
SHIFT            ,209,N
SHIFT            ,209,V
STUDIO           ,209,N
BLANKET          ,210,N
COMPLAIN         ,210,V
EXAMINE          ,210,V
FOUGHT           ,210,V
INNOCENT         ,210,J
INNOCENT         ,210,N
SHAME            ,210,N
SHAME            ,210,V
CONSIDERABLE     ,211,J
VOLUME           ,211,N
WHISTLE          ,211,N
WHISTLE          ,211,V
BELIEF           ,212,N
PRESSURE         ,212,N
RESERVE          ,212,N
RESERVE          ,212,V
BORDER           ,213,N
BORDER           ,213,V
ADVISE           ,214,V
BASKET           ,214,N
FILM             ,214,N
LOUD             ,214,J
APPRECIATE       ,215,V
AREA             ,215,N
DRIVEN           ,215,V
EIGHTEEN         ,215,J
EIGHTEEN         ,215,N
SENTENCE         ,215,N
SENTENCE         ,215,V
SKETCH           ,215,N
SKETCH           ,215,V
TENNIS           ,215,N
DISCUSS          ,216,V
PROPOSE          ,216,V
EXISTENCE        ,217,N
IMMEDIATE        ,217,J
TEMPERATURE      ,217,N
AMBITION         ,218,N
IMAGINATION      ,218,N
INSTITUTION      ,218,N
MEANING          ,218,J
MEANING          ,218,N
POP              ,218,N
POP              ,218,V
CHOSE            ,219,N
CHOSE            ,219,V
CHOSEN           ,219,V
CURE             ,219,N
CURE             ,219,V
INFORM           ,219,V
APPLE            ,220,N
ATE              ,220,V
DEBT             ,220,N
LUCKY            ,220,J
THEORY           ,220,N
DIRTY            ,221,J
BEGUN            ,223,V
COMPARE          ,223,N
COMPARE          ,223,V
FOOLISH          ,223,J
CLEVER           ,225,J
DEVIL            ,225,N
DEVIL            ,225,V
WANDER           ,225,V
DOWNSTAIRS       ,226,J
ESSENTIAL        ,226,J
SLIM             ,226,J
SLIM             ,226,V
CHOOSE           ,227,V
ELEVEN           ,227,J
ELEVEN           ,227,N
HELL             ,227,N
PIPE             ,227,N
PIPE             ,227,V
MINISTER         ,228,N
MINISTER         ,228,V
POLICY           ,228,N
STUCK            ,228,V
SYMPATHY         ,228,N
UPPER            ,228,J
UPPER            ,228,N
BRILLIANT        ,229,J
BRILLIANT        ,229,N
CONGRESS         ,229,N
CONTACT          ,229,N
CONTACT          ,229,V
CONTENT          ,229,J
CONTENT          ,229,N
CONTENT          ,229,V
BORROW           ,230,V
JOKE             ,230,N
JOKE             ,230,V
POPULATION       ,230,N
ASHAMED          ,232,J
CURRENT          ,232,J
CURRENT          ,232,N
RELATION         ,232,N
COLLECT          ,233,N
COLLECT          ,233,V
STRING           ,234,N
STRING           ,234,V
DEFINITE         ,235,J
INVOLVE          ,235,V
SPLENDID         ,236,J
ANXIOUS          ,237,J
BARE             ,239,J
BARE             ,239,V
FATE             ,239,N
TREATMENT        ,239,N
GENERATION       ,240,N
DESPERATE        ,241,J
EMPLOY           ,241,N
EMPLOY           ,241,V
ENERGY           ,241,N
VAST             ,241,J
ASLEEP           ,242,J
GENTLE           ,242,J
GRAVE            ,243,J
GRAVE            ,243,N
GRAVE            ,243,V
TRIAL            ,243,N
ARGUE            ,244,V
EXPERIMENT       ,244,N
EXPERIMENT       ,244,V
MODEL            ,244,N
MODEL            ,244,V
FORGOT           ,245,V
ACTUAL           ,246,J
LATTER           ,246,J
SOUP             ,246,N
HIRE             ,248,N
HIRE             ,248,V
KICK             ,248,N
KICK             ,248,V
MATE             ,248,N
MATE             ,248,V
REPRESENT        ,249,V
RUB              ,249,N
RUB              ,249,V
SEIZE            ,249,V
APPLY            ,250,V
ASSOCIATE        ,250,N
ASSOCIATE        ,250,V
CAPITAL          ,250,J
CAPITAL          ,250,N
COMBINATION      ,250,N
CONFERENCE       ,250,N
DADDY            ,250,N
ODD              ,250,J
SPARE            ,250,J
SPARE            ,250,V
CUSTOMER         ,251,N
LOAD             ,253,N
LOAD             ,253,V
RELEASE          ,253,N
RELEASE          ,253,V
BRANCH           ,254,N
BRANCH           ,254,V
COTTAGE          ,254,N
PRINCESS         ,254,N
PROFESSIONAL     ,254,J
SHOULDN'T        ,254,V
ARGUMENT         ,255,N
LANGUAGE         ,255,N
EXCHANGE         ,256,N
EXCHANGE         ,256,V
FEED             ,256,N
FEED             ,256,V
HARM             ,256,N
HARM             ,256,V
RECENT           ,256,J
WAKE             ,257,N
WAKE             ,257,V
MELT             ,258,V
PRISON           ,258,N
CURIOUS          ,259,J
OWE              ,259,V
SOLDIER          ,259,N
VISITOR          ,259,N
CRACK            ,260,N
CRACK            ,260,V
POLITICS         ,260,N
BACKGROUND       ,261,N
FINANCIAL        ,261,J
FUR              ,261,N
FUR              ,261,V
NECESSITY        ,261,N
CREATURE         ,262,N
ENGINE           ,262,N
ENGINE           ,262,V
FAILURE          ,262,N
PITY             ,263,N
PITY             ,263,V
MAINTAIN         ,264,V
PACE             ,264,N
PACE             ,264,V
SHIRT            ,264,N
SHIRT            ,264,V
SIMILAR          ,264,J
TIGHT            ,264,J
EXPENSIVE        ,265,J
CONDUCT          ,266,N
CONDUCT          ,266,V
PRINCIPLE        ,266,N
RESPONSIBLE      ,267,J
UNIFORM          ,267,J
UNIFORM          ,267,N
WEREN'T          ,267,V
AWARE            ,268,J
BOWL             ,268,N
BOWL             ,268,V
DRIFT            ,268,N
DRIFT            ,268,V
KEY              ,268,N
KEY              ,268,V
BEGINNING        ,269,N
IMPROVE          ,269,V
NOISE            ,269,N
NOISE            ,269,V
ORGANIZE         ,269,V
EQUIPMENT        ,271,N
MORAL            ,272,J
MORAL            ,272,N
PHONE            ,272,N
PHONE            ,272,V
PRETEND          ,272,V
PROFESSOR        ,272,N
RISK             ,272,N
RISK             ,272,V
UNUSUAL          ,273,J
LOOSE            ,274,J
LOOSE            ,274,N
LOOSE            ,274,V
TASK             ,275,N
TASK             ,275,V
COPY             ,276,N
COPY             ,276,V
WEAK             ,276,J
LOCK             ,277,N
LOCK             ,277,V
PRESENCE         ,277,N
RENT             ,277,N
RENT             ,277,V
TOTAL            ,277,J
TOTAL            ,277,N
TOTAL            ,277,V
EARN             ,278,V
COAST            ,279,N
COAST            ,279,V
CORRECT          ,280,J
CORRECT          ,280,V
LINEN            ,281,N
TWIST            ,281,N
TWIST            ,281,V
BROAD            ,282,J
IMPRESSION       ,282,N
DEVELOPMENT      ,283,N
FORTY            ,283,J
CONFIDENCE       ,285,N
HOUSEHOLD        ,285,N
BET              ,286,N
BET              ,286,V
DECISION         ,286,N
MESSAGE          ,286,N
SPOIL            ,286,N
SPOIL            ,286,V
TEAM             ,286,N
TEAM             ,286,V
BOTHER           ,287,N
BOTHER           ,287,V
COMMENT          ,287,N
COMMENT          ,287,V
GUIDE            ,287,N
GUIDE            ,287,V
NATIVE           ,287,J
NATIVE           ,287,N
CONVINCE         ,288,V
EAST             ,288,N
WRITER           ,288,N
DULL             ,289,J
DULL             ,289,V
SUM              ,289,N
SUM              ,289,V
VALLEY           ,289,N
DENY             ,290,V
YESTERDAY        ,290,N
COAL             ,291,N
COAL             ,291,V
SUSPECT          ,291,J
SUSPECT          ,291,N
SUSPECT          ,291,V
DISTRICT         ,292,N
WORST            ,292,J
WORST            ,292,N
WORST            ,292,V
OPPOSITE         ,293,J
PROCESS          ,293,N
PROCESS          ,293,V
SERIES           ,293,N
CREDIT           ,294,N
CREDIT           ,294,V
GRANDMOTHER      ,294,N
INTRODUCE        ,294,V
ROUGH            ,294,J
ROUGH            ,294,N
ROUGH            ,294,V
SECTION          ,294,N
NERVE            ,296,N
NERVE            ,296,V
RECALL           ,296,N
RECALL           ,296,V
ARRANGEMENT      ,298,N
CONSCIOUS        ,299,J
ORIGINAL         ,299,J
ORIGINAL         ,299,N
EQUAL            ,300,J
EQUAL            ,300,N
EQUAL            ,300,V
COMMAND          ,301,N
COMMAND          ,301,V
DISAPPEAR        ,301,V
LEMON            ,301,N
STYLE            ,301,N
STYLE            ,301,V
WIN              ,302,N
WIN              ,302,V
SECRETARY        ,303,N
ALIVE            ,304,J
BUILD            ,306,V
SCHEME           ,306,N
SCHEME           ,306,V
SCREEN           ,306,N
SCREEN           ,306,V
SURFACE          ,306,N
SURFACE          ,306,V
BATTLE           ,307,N
BATTLE           ,307,V
CONTRACT         ,307,N
CONTRACT         ,307,V
DESCRIBE         ,307,V
ORDINARY         ,307,J
ORDINARY         ,307,N
FAINT            ,308,J
FAINT            ,308,N
FAINT            ,308,V
BORE             ,309,N
BORE             ,309,V
CHOICE           ,309,J
CHOICE           ,309,N
SEPARATE         ,309,J
SEPARATE         ,309,V
TRACK            ,309,N
TRACK            ,309,V
DUST             ,310,N
AUTHORITY        ,311,N
DRIVER           ,311,N
GATE             ,311,N
GATE             ,311,V
HUGE             ,311,J
ABILITY          ,312,N
AUTHOR           ,312,N
CRIME            ,312,N
LUCK             ,312,N
WELCOME          ,312,J
WELCOME          ,312,N
WELCOME          ,312,V
BITTER           ,313,J
STATEMENT        ,313,N
INTERRUPT        ,314,V
LIMIT            ,314,N
LIMIT            ,314,V
SAKE             ,314,N
BATH             ,315,N
BATH             ,315,V
DIRECTOR         ,315,N
ECONOMIC         ,315,J
SHOOT            ,315,N
SHOOT            ,315,V
CIRCUMSTANCE     ,316,N
COUSIN           ,316,N
PLATE            ,316,N
PLATE            ,316,V
CAREER           ,317,N
CAREER           ,317,V
PURCHASE         ,317,N
PURCHASE         ,317,V
HE'LL            ,318,V
PREFER           ,318,V
EXERCISE         ,319,N
EXERCISE         ,319,V
WET              ,319,J
WET              ,319,V
AUDIENCE         ,320,N
AVENUE           ,320,N
BAR              ,320,N
BAR              ,320,V
ELECTRIC         ,320,J
ANGRY            ,321,J
OPERATION        ,321,N
IMPORTANCE       ,322,N
TAUGHT           ,322,V
MASS             ,323,N
MASS             ,323,V
SHARP            ,324,J
SHARP            ,324,N
ACTIVITY         ,325,N
DISEASE          ,325,N
FLOOD            ,325,N
FLOOD            ,325,V
SALARY           ,325,N
SALARY           ,325,V
ATTRACTIVE       ,326,J
STRIKE           ,326,N
STRIKE           ,326,V
CHEAP            ,327,J
SELECT           ,327,J
SELECT           ,327,V
LENGTH           ,328,N
GAS              ,329,N
GAS              ,329,V
NORTH            ,329,J
NORTH            ,329,N
SILLY            ,329,J
LEVEL            ,331,J
LEVEL            ,331,N
LEVEL            ,331,V
POSSIBILITY      ,331,N
REMIND           ,331,V
THROW            ,331,N
THROW            ,331,V
CIGARETTE        ,332,N
CITIZEN          ,332,N
EVENT            ,332,N
INSTANT          ,333,J
INSTANT          ,333,N
RESPONSIBILITY   ,333,N
EXPERT           ,334,J
EXPERT           ,334,N
INSURANCE        ,335,N
NORMAL           ,335,J
QUICK            ,336,J
QUICK            ,336,N
BASE             ,337,J
BASE             ,337,N
BASE             ,337,V
BLOW             ,338,V
WASTE            ,338,J
WASTE            ,338,N
WASTE            ,338,V
ATTACK           ,339,V
MIX              ,339,N
MIX              ,339,V
ARMY             ,340,N
EXTRA            ,340,J
EXTRA            ,340,N
REGULAR          ,340,J
CAST             ,341,N
CAST             ,341,V
ILL              ,341,J
PATTERN          ,341,N
TAX              ,341,N
TAX              ,341,V
THIRTY           ,341,J
BOTTOM           ,342,N
BOTTOM           ,342,V
FOLD             ,342,N
FOLD             ,342,V
PHOTOGRAPH       ,342,N
PHOTOGRAPH       ,342,V
QUEEN            ,342,N
QUEEN            ,342,V
SHOCK            ,344,N
SHOCK            ,344,V
DOUBLE           ,345,J
DOUBLE           ,345,N
DOUBLE           ,345,V
EXCELLENT        ,345,J
FINAL            ,345,J
HANG             ,345,V
ASSUME           ,346,V
SMOOTH           ,346,J
SMOOTH           ,346,V
RANGE            ,347,N
RANGE            ,347,V
SKY              ,347,N
SKY              ,347,V
COMFORTABLE      ,348,J
DARLING          ,348,J
DARLING          ,348,N
EVIDENCE         ,348,N
EVIDENCE         ,348,V
HANDLE           ,348,N
HANDLE           ,348,V
NERVOUS          ,348,J
STEADY           ,348,J
RESPECT          ,349,N
RESPECT          ,349,V
BOW              ,350,N
BOW              ,350,V
BURST            ,350,N
BURST            ,350,V
DANGER           ,350,N
ADVICE           ,351,N
GIFT             ,351,N
OBSERVE          ,351,N
ORANGE           ,351,N
EXIST            ,352,V
LOSS             ,352,N
SOB              ,352,N
SOB              ,352,V
UNDERSTOOD       ,352,V
EXCUSE           ,353,N
EXCUSE           ,353,V
PRODUCT          ,353,N
SECURE           ,353,J
SECURE           ,353,V
ASIDE            ,354,N
EMOTION          ,354,N
GRANT            ,354,N
GRANT            ,354,V
ASSURE           ,355,V
TEACHER          ,356,N
FRIENDLY         ,357,J
ROW              ,359,N
ROW              ,359,V
BLOCK            ,360,N
BLOCK            ,360,V
DRAWN            ,360,V
GUY              ,360,N
SUGGESTION       ,360,N
ATTITUDE         ,362,N
FOREIGN          ,362,J
CLAIM            ,364,N
CLAIM            ,364,V
LIKELY           ,364,J
PINK             ,364,N
PINK             ,364,V
PREVENT          ,364,V
ATTEND           ,365,V
MAJOR            ,366,J
MAJOR            ,366,N
MAJOR            ,366,V
PUBLISH          ,366,V
WARN             ,366,V
FURNITURE        ,367,N
AVOID            ,370,V
AWFUL            ,370,J
BOUND            ,370,N
BOUND            ,370,V
DISTANCE         ,370,N
DISTANCE         ,370,V
SERVANT          ,370,N
COMBINE          ,372,N
COMBINE          ,372,V
KNOCK            ,372,N
KNOCK            ,372,V
RAIN             ,372,N
RAIN             ,372,V
SNOW             ,372,N
SNOW             ,372,V
VOTE             ,372,N
VOTE             ,372,V
CENTURY          ,373,N
CONTAIN          ,373,V
DIFFICULTY       ,373,N
PAIR             ,374,N
PAIR             ,374,V
LOCAL            ,376,J
LOCAL            ,376,N
MASTER           ,376,N
MASTER           ,376,V
INFLUENCE        ,377,N
INFLUENCE        ,377,V
SPEED            ,377,N
SPEED            ,377,V
SOUTH            ,378,J
SOUTH            ,378,N
SOUTH            ,378,V
EXPENSE          ,379,N
HIDE             ,379,N
HIDE             ,379,V
JUNIOR           ,379,J
JUNIOR           ,379,N
MENTAL           ,379,J
SHOWN            ,381,V
FORTUNE          ,382,N
TEACH            ,382,V
BEDROOM          ,383,N
PROTECT          ,383,V
WORE             ,383,V
INFORMATION      ,384,N
VALUE            ,384,N
VALUE            ,384,V
ORGANIZATION     ,385,N
SPEECH           ,386,N
STONE            ,386,N
STONE            ,386,V
PROPER           ,387,J
CIRCLE           ,388,N
CIRCLE           ,388,V
DATE             ,388,N
DATE             ,388,V
RATE             ,388,N
RATE             ,388,V
VILLAGE          ,389,N
STANDARD         ,390,N
DEGREE           ,391,N
NARROW           ,391,J
NARROW           ,391,N
NARROW           ,391,V
STORM            ,391,N
STORM            ,391,V
APPEAL           ,392,N
APPEAL           ,392,V
PATIENT          ,392,J
PATIENT          ,392,N
STUDENT          ,392,N
AFFORD           ,393,V
BONE             ,393,N
BONE             ,393,V
HONEST           ,393,J
KING             ,393,N
RADIO            ,393,N
RADIO            ,393,V
OBJECT           ,394,N
OBJECT           ,394,V
TREAT            ,394,N
TREAT            ,394,V
WILLING          ,394,J
DEPEND           ,395,V
EMPTY            ,395,J
EMPTY            ,395,N
EMPTY            ,395,V
ISLAND           ,395,N
MAIN             ,395,J
MAIN             ,395,N
FLOUR            ,396,N
FLOUR            ,396,V
IDEAL            ,396,J
IDEAL            ,396,N
VARIETY          ,396,N
MURDER           ,397,N
MURDER           ,397,V
THREW            ,398,V
ACCIDENT         ,399,N
QUARTER          ,399,N
QUARTER          ,399,V
CONVERSATION     ,400,N
INCOME           ,400,N
MAD              ,400,J
OCCUR            ,400,V
BRAIN            ,401,N
BOTTLE           ,402,N
BOTTLE           ,402,V
PRIDE            ,403,N
WEATHER          ,403,N
WEATHER          ,403,V
ADVANTAGE        ,404,N
DAILY            ,404,J
DAILY            ,404,N
MARK             ,404,N
MARK             ,404,V
MISTAKE          ,404,N
MISTAKE          ,404,V
PROUD            ,404,J
PRODUCTION       ,405,N
ENTIRE           ,406,J
REGARD           ,407,N
REGARD           ,407,V
SHAPE            ,407,N
SHAPE            ,407,V
FOLK             ,409,N
STRUCK           ,409,V
FIFTEEN          ,410,J
FIFTEEN          ,410,N
PHYSICAL         ,411,J
EXPRESSION       ,412,N
TWELVE           ,413,J
TWELVE           ,413,N
LACK             ,414,N
LACK             ,414,V
SHUT             ,414,V
CREATE           ,415,V
GOLDEN           ,415,J
TEST             ,415,N
TEST             ,415,V
DIRECT           ,416,J
DIRECT           ,416,V
PERMIT           ,416,N
PERMIT           ,416,V
EXPRESS          ,418,J
EXPRESS          ,418,N
EXPRESS          ,418,V
POPULAR          ,418,J
TRUST            ,418,N
TRUST            ,418,V
SLIGHT           ,419,J
SLIGHT           ,419,N
SLIGHT           ,419,V
HIT              ,420,N
HIT              ,420,V
MANAGER          ,420,N
STICK            ,420,N
STICK            ,420,V
WISE             ,420,J
WISE             ,420,N
FEATURE          ,422,N
FEATURE          ,422,V
GUARD            ,423,N
GUARD            ,423,V
FUN              ,424,N
OCCASION         ,424,N
OCCASION         ,424,V
FIRM             ,425,J
FIRM             ,425,N
DIFFERENCE       ,426,N
CRAZY            ,428,J
DRAW             ,428,N
DRAW             ,428,V
FUNNY            ,428,J
GRAND            ,429,J
HUNG             ,429,V
PRINT            ,429,N
PRINT            ,429,V
WORKER           ,429,N
JOIN             ,431,N
JOIN             ,431,V
QUALITY          ,431,N
LIBRARY          ,432,N
SOLD             ,432,V
INDUSTRY         ,433,N
BLIND            ,434,J
BLIND            ,434,N
BLIND            ,434,V
SLOW             ,434,J
SLOW             ,434,V
FORGOTTEN        ,436,V
